warning_id,project,split,snippet_id,snippet_type,annotator_A,annotator_B,merged_relevance
commons-dbutils#0009,commons-dbutils,train,s02,enclosing_method,essential,helpful,essential
commons-dbutils#0009,commons-dbutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-dbutils#0009,commons-dbutils,train,s04,caller,helpful,helpful,helpful
commons-dbutils#0009,commons-dbutils,train,s05,caller,helpful,helpful,helpful
commons-dbutils#0009,commons-dbutils,train,s06,callee,helpful,helpful,helpful
commons-dbutils#0009,commons-dbutils,train,s07,field_or_type_declaration,essential,essential,essential
commons-dbutils#0009,commons-dbutils,train,s08,test,irrelevant,helpful,helpful
commons-dbutils#0010,commons-dbutils,train,s01,warning_line,essential,essential,essential
commons-dbutils#0010,commons-dbutils,train,s02,enclosing_method,essential,helpful,essential
commons-dbutils#0010,commons-dbutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-dbutils#0010,commons-dbutils,train,s04,caller,helpful,helpful,helpful
commons-dbutils#0010,commons-dbutils,train,s05,callee,helpful,helpful,helpful
commons-dbutils#0010,commons-dbutils,train,s06,field_or_type_declaration,essential,essential,essential
commons-dbutils#0010,commons-dbutils,train,s07,test,irrelevant,helpful,helpful
commons-dbutils#0011,commons-dbutils,train,s01,warning_line,essential,essential,essential
commons-dbutils#0011,commons-dbutils,train,s02,enclosing_method,essential,essential,essential
commons-dbutils#0011,commons-dbutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-dbutils#0011,commons-dbutils,train,s04,callee,helpful,helpful,helpful
commons-dbutils#0011,commons-dbutils,train,s05,callee,helpful,irrelevant,helpful
commons-dbutils#0011,commons-dbutils,train,s06,field_or_type_declaration,essential,essential,essential
commons-dbutils#0011,commons-dbutils,train,s07,similar_code,helpful,helpful,helpful
commons-dbutils#0012,commons-dbutils,train,s01,warning_line,essential,essential,essential
commons-dbutils#0012,commons-dbutils,train,s02,enclosing_method,essential,essential,essential
commons-dbutils#0012,commons-dbutils,train,s03,enclosing_class,helpful,helpful,helpful
commons-dbutils#0012,commons-dbutils,train,s04,callee,helpful,helpful,helpful
commons-dbutils#0012,commons-dbutils,train,s05,field_or_type_declaration,essential,essential,essential
commons-daemon#0001,commons-daemon,train,s01,warning_line,essential,essential,essential
commons-daemon#0001,commons-daemon,train,s02,enclosing_method,essential,helpful,essential
commons-daemon#0001,commons-daemon,train,s03,enclosing_class,helpful,helpful,helpful
commons-daemon#0001,commons-daemon,train,s04,callee,helpful,helpful,helpful
commons-daemon#0001,commons-daemon,train,s05,callee,helpful,irrelevant,helpful
commons-daemon#0001,commons-daemon,train,s06,field_or_type_declaration,helpful,irrelevant,helpful
commons-daemon#0002,commons-daemon,train,s01,warning_line,essential,essential,essential
commons-daemon#0002,commons-daemon,train,s02,enclosing_method,essential,essential,essential
commons-daemon#0002,commons-daemon,train,s03,enclosing_class,helpful,helpful,helpful
commons-daemon#0002,commons-daemon,train,s04,caller,helpful,helpful,helpful
commons-daemon#0002,commons-daemon,train,s05,caller,helpful,essential,essential
commons-daemon#0002,commons-daemon,train,s06,caller,helpful,helpful,helpful
commons-daemon#0002,commons-daemon,train,s07,callee,helpful,helpful,helpful
commons-daemon#0002,commons-daemon,train,s08,callee,helpful,helpful,helpful
commons-daemon#0002,commons-daemon,train,s09,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0001,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0001,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0001,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0001,commons-scxml,train,s04,callee,helpful,helpful,helpful
commons-scxml#0001,commons-scxml,train,s05,callee,helpful,essential,essential
commons-scxml#0001,commons-scxml,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0002,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0002,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0002,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0002,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0002,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0002,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0002,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0002,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0002,commons-scxml,train,s09,test,irrelevant,helpful,helpful
commons-scxml#0002,commons-scxml,train,s10,similar_code,helpful,irrelevant,helpful
commons-scxml#0003,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0003,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0003,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0003,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0003,commons-scxml,train,s05,callee,helpful,irrelevant,helpful
commons-scxml#0003,commons-scxml,train,s06,callee,helpful,irrelevant,helpful
commons-scxml#0003,commons-scxml,train,s07,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0003,commons-scxml,train,s08,test,irrelevant,helpful,helpful
commons-scxml#0004,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0004,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0004,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0004,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0004,commons-scxml,train,s05,callee,helpful,essential,essential
commons-scxml#0004,commons-scxml,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0004,commons-scxml,train,s07,annotation_or_contract,helpful,essential,helpful
commons-scxml#0004,commons-scxml,train,s08,test,irrelevant,helpful,helpful
commons-scxml#0004,commons-scxml,train,s09,similar_code,helpful,helpful,helpful
commons-scxml#0005,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0005,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0005,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0005,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0005,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0005,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0005,commons-scxml,train,s07,callee,helpful,essential,essential
commons-scxml#0005,commons-scxml,train,s08,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0005,commons-scxml,train,s09,similar_code,helpful,irrelevant,helpful
commons-scxml#0006,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0006,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0006,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0006,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0006,commons-scxml,train,s05,callee,helpful,helpful,helpful
commons-scxml#0006,commons-scxml,train,s07,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0006,commons-scxml,train,s08,test,irrelevant,helpful,helpful
commons-scxml#0007,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0007,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0007,commons-scxml,train,s03,enclosing_class,helpful,essential,essential
commons-scxml#0007,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0007,commons-scxml,train,s05,caller,helpful,irrelevant,helpful
commons-scxml#0007,commons-scxml,train,s06,caller,helpful,irrelevant,helpful
commons-scxml#0007,commons-scxml,train,s07,similar_code,helpful,irrelevant,helpful
commons-scxml#0009,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0009,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0009,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0009,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0009,commons-scxml,train,s05,callee,helpful,helpful,helpful
commons-scxml#0009,commons-scxml,train,s07,field_or_type_declaration,helpful,essential,essential
commons-scxml#0010,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0010,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0010,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0010,commons-scxml,train,s04,callee,helpful,essential,essential
commons-scxml#0010,commons-scxml,train,s05,callee,helpful,helpful,helpful
commons-scxml#0010,commons-scxml,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0011,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0011,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0011,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0011,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0011,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0011,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0011,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0011,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0011,commons-scxml,train,s09,test,irrelevant,helpful,helpful
commons-scxml#0012,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0012,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0012,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0012,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0012,commons-scxml,train,s05,callee,helpful,helpful,helpful
commons-scxml#0012,commons-scxml,train,s06,callee,helpful,helpful,helpful
commons-scxml#0012,commons-scxml,train,s07,field_or_type_declaration,helpful,essential,essential
commons-scxml#0012,commons-scxml,train,s08,test,irrelevant,irrelevant,irrelevant
commons-scxml#0012,commons-scxml,train,s09,similar_code,helpful,irrelevant,helpful
commons-scxml#0013,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0013,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0013,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0013,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0013,commons-scxml,train,s05,callee,helpful,essential,essential
commons-scxml#0013,commons-scxml,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0013,commons-scxml,train,s07,annotation_or_contract,helpful,essential,helpful
commons-scxml#0013,commons-scxml,train,s08,test,irrelevant,helpful,helpful
commons-scxml#0013,commons-scxml,train,s09,similar_code,helpful,helpful,helpful
commons-scxml#0014,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0014,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0014,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0014,commons-scxml,train,s05,callee,helpful,irrelevant,helpful
commons-scxml#0014,commons-scxml,train,s06,field_or_type_declaration,helpful,essential,essential
commons-scxml#0014,commons-scxml,train,s07,test,irrelevant,helpful,helpful
commons-scxml#0014,commons-scxml,train,s08,similar_code,helpful,irrelevant,helpful
commons-scxml#0015,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0015,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0015,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0015,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0015,commons-scxml,train,s06,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0015,commons-scxml,train,s07,test,irrelevant,helpful,helpful
commons-scxml#0015,commons-scxml,train,s08,similar_code,helpful,irrelevant,helpful
commons-scxml#0016,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0016,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0016,commons-scxml,train,s03,enclosing_class,helpful,essential,essential
commons-scxml#0016,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0016,commons-scxml,train,s05,caller,helpful,irrelevant,helpful
commons-scxml#0016,commons-scxml,train,s06,caller,helpful,irrelevant,helpful
commons-scxml#0016,commons-scxml,train,s07,similar_code,helpful,irrelevant,helpful
commons-scxml#0018,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0018,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0018,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0018,commons-scxml,train,s04,callee,helpful,helpful,helpful
commons-scxml#0018,commons-scxml,train,s06,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0019,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0019,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0019,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0019,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0019,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0019,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0019,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0019,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0019,commons-scxml,train,s09,test,irrelevant,helpful,helpful
commons-scxml#0019,commons-scxml,train,s10,similar_code,helpful,irrelevant,helpful
commons-scxml#0020,commons-scxml,train,s01,warning_line,essential,helpful,essential
commons-scxml#0020,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0020,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0020,commons-scxml,train,s04,field_or_type_declaration,helpful,essential,essential
commons-scxml#0020,commons-scxml,train,s05,similar_code,helpful,irrelevant,helpful
commons-scxml#0021,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0021,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0021,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0021,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0021,commons-scxml,train,s05,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0022,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0022,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0022,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0022,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0022,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0022,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0022,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0022,commons-scxml,train,s08,callee,helpful,essential,essential
commons-scxml#0022,commons-scxml,train,s09,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0022,commons-scxml,train,s10,test,irrelevant,helpful,helpful
commons-scxml#0023,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0023,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0023,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0023,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0023,commons-scxml,train,s05,callee,helpful,helpful,helpful
commons-scxml#0023,commons-scxml,train,s06,field_or_type_declaration,essential,essential,essential
commons-scxml#0024,commons-scxml,train,s01,warning_line,essential,helpful,essential
commons-scxml#0024,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0024,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0024,commons-scxml,train,s04,callee,helpful,irrelevant,helpful
commons-scxml#0024,commons-scxml,train,s05,field_or_type_declaration,helpful,essential,essential
commons-scxml#0024,commons-scxml,train,s06,similar_code,helpful,irrelevant,helpful
commons-scxml#0025,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0025,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0025,commons-scxml,train,s03,enclosing_class,helpful,essential,essential
commons-scxml#0025,commons-scxml,train,s04,callee,helpful,helpful,helpful
commons-scxml#0025,commons-scxml,train,s06,test,irrelevant,helpful,helpful
commons-scxml#0026,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0026,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0026,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0026,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0026,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0026,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0026,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0026,commons-scxml,train,s08,callee,helpful,essential,essential
commons-scxml#0026,commons-scxml,train,s09,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0026,commons-scxml,train,s10,test,irrelevant,helpful,helpful
commons-scxml#0027,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0027,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0027,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0027,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0027,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0027,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0027,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0027,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0028,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0028,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0028,commons-scxml,train,s03,enclosing_class,helpful,essential,essential
commons-scxml#0028,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0028,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0028,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0028,commons-scxml,train,s08,callee,helpful,irrelevant,helpful
commons-scxml#0029,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0029,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0029,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0029,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0029,commons-scxml,train,s05,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0030,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0030,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0030,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0030,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0030,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0030,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0030,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0030,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0030,commons-scxml,train,s09,test,irrelevant,helpful,helpful
commons-scxml#0030,commons-scxml,train,s10,similar_code,helpful,irrelevant,helpful
commons-scxml#0031,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0031,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0031,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0031,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0031,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0031,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0031,commons-scxml,train,s07,callee,helpful,essential,essential
commons-scxml#0031,commons-scxml,train,s08,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0032,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0032,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0032,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0032,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0032,commons-scxml,train,s05,callee,helpful,helpful,helpful
commons-scxml#0032,commons-scxml,train,s07,field_or_type_declaration,helpful,essential,essential
commons-scxml#0033,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0033,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0033,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0033,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0033,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0033,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0033,commons-scxml,train,s07,callee,helpful,irrelevant,helpful
commons-scxml#0033,commons-scxml,train,s08,callee,helpful,helpful,helpful
commons-scxml#0033,commons-scxml,train,s09,field_or_type_declaration,essential,essential,essential
commons-scxml#0033,commons-scxml,train,s10,similar_code,helpful,irrelevant,helpful
commons-scxml#0034,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0034,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0034,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0034,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0034,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0034,commons-scxml,train,s06,callee,helpful,helpful,helpful
commons-scxml#0034,commons-scxml,train,s07,callee,helpful,essential,essential
commons-scxml#0034,commons-scxml,train,s08,field_or_type_declaration,helpful,irrelevant,helpful
commons-scxml#0034,commons-scxml,train,s09,similar_code,helpful,irrelevant,helpful
commons-scxml#0035,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0035,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0035,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0035,commons-scxml,train,s04,field_or_type_declaration,helpful,essential,essential
commons-scxml#0035,commons-scxml,train,s05,test,irrelevant,helpful,helpful
commons-scxml#0035,commons-scxml,train,s06,similar_code,helpful,helpful,helpful
commons-scxml#0036,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0036,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0036,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0036,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0036,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0036,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0036,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0036,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0036,commons-scxml,train,s09,test,irrelevant,helpful,helpful
commons-scxml#0036,commons-scxml,train,s10,similar_code,helpful,helpful,helpful
commons-scxml#0037,commons-scxml,train,s01,warning_line,essential,helpful,essential
commons-scxml#0037,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0037,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0037,commons-scxml,train,s04,field_or_type_declaration,helpful,essential,essential
commons-scxml#0037,commons-scxml,train,s05,similar_code,helpful,irrelevant,helpful
commons-scxml#0038,commons-scxml,train,s01,warning_line,essential,helpful,essential
commons-scxml#0038,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0038,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0038,commons-scxml,train,s04,field_or_type_declaration,helpful,essential,essential
commons-scxml#0038,commons-scxml,train,s05,test,irrelevant,helpful,helpful
commons-scxml#0038,commons-scxml,train,s06,similar_code,helpful,irrelevant,helpful
commons-scxml#0039,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0039,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0039,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0039,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0039,commons-scxml,train,s05,caller,helpful,irrelevant,helpful
commons-scxml#0039,commons-scxml,train,s06,caller,helpful,irrelevant,helpful
commons-scxml#0039,commons-scxml,train,s07,callee,helpful,irrelevant,helpful
commons-scxml#0039,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0039,commons-scxml,train,s09,annotation_or_contract,helpful,helpful,helpful
commons-scxml#0039,commons-scxml,train,s10,similar_code,helpful,irrelevant,helpful
commons-scxml#0040,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0040,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0040,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0040,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0040,commons-scxml,train,s05,caller,helpful,irrelevant,helpful
commons-scxml#0040,commons-scxml,train,s06,caller,helpful,irrelevant,helpful
commons-scxml#0040,commons-scxml,train,s07,field_or_type_declaration,helpful,essential,essential
commons-scxml#0040,commons-scxml,train,s08,annotation_or_contract,helpful,helpful,helpful
commons-scxml#0040,commons-scxml,train,s09,similar_code,helpful,irrelevant,helpful
commons-scxml#0041,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0041,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0041,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0041,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0041,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0041,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0041,commons-scxml,train,s07,callee,helpful,essential,essential
commons-scxml#0041,commons-scxml,train,s09,field_or_type_declaration,helpful,helpful,helpful
commons-scxml#0041,commons-scxml,train,s10,similar_code,helpful,irrelevant,helpful
commons-scxml#0042,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0042,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0042,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0042,commons-scxml,train,s04,caller,helpful,helpful,helpful
commons-scxml#0042,commons-scxml,train,s05,caller,helpful,helpful,helpful
commons-scxml#0042,commons-scxml,train,s06,caller,helpful,helpful,helpful
commons-scxml#0042,commons-scxml,train,s07,callee,helpful,helpful,helpful
commons-scxml#0042,commons-scxml,train,s08,field_or_type_declaration,essential,essential,essential
commons-scxml#0042,commons-scxml,train,s09,similar_code,helpful,irrelevant,helpful
commons-scxml#0043,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0043,commons-scxml,train,s02,enclosing_method,essential,essential,essential
commons-scxml#0043,commons-scxml,train,s03,enclosing_class,helpful,helpful,helpful
commons-scxml#0043,commons-scxml,train,s04,caller,helpful,irrelevant,helpful
commons-scxml#0043,commons-scxml,train,s05,caller,helpful,irrelevant,helpful
commons-scxml#0043,commons-scxml,train,s07,field_or_type_declaration,helpful,essential,essential
commons-scxml#0043,commons-scxml,train,s08,similar_code,helpful,irrelevant,helpful
commons-scxml#0044,commons-scxml,train,s01,warning_line,essential,essential,essential
commons-scxml#0044,commons-scxml,train,s02,enclosing_method,essential,helpful,essential
commons-scxml#0044,commons-scxml,train,s03,enclosing_class,helpful,essential,essential
commons-scxml#0044,commons-scxml,train,s04,callee,helpful,helpful,helpful
commons-scxml#0044,commons-scxml,train,s06,test,irrelevant,helpful,helpful
